"Plugin","Gutenberg-Compatible","Compatibility Reason","Active Installs"
"prime-strategy-bread-crumb","unknown","","10000"
"slimjetpack","unknown","","10000"
"gtmetrix-for-wordpress","likely_yes","Doesn't include editor functionality","10000"
"smart-custom-fields","unknown","","10000"
"nimble-portfolio","unknown","","10000"
"rss-footer","unknown","","10000"
"themehunk-customizer","unknown","","10000"
"subtitles","unknown","","10000"
"twenty-eleven-theme-extensions","unknown","","10000"
"twentytwenty","unknown","","10000"
"rocket-lazy-load","unknown","","10000"
"showcase-visual-composer-addon","unknown","","10000"
"reduce-bounce-rate","likely_yes","Doesn't include editor functionality","10000"
"facebook-feed","unknown","","10000"
"press-elements","unknown","","10000"
"flickr-justified-gallery","unknown","","10000"
"kwayy-html-sitemap","unknown","","10000"
"contact-form-7-recaptcha-extension","likely_yes","Doesn't include editor functionality","10000"
"buddydrive","unknown","","10000"
"click-to-tweet-by-todaymade","unknown","","10000"
"hpbtool","unknown","","10000"
"wp-config-file-editor","unknown","","10000"
"yith-custom-login","unknown","","10000"
"asgaros-forum","unknown","","10000"
"webappick-product-feed-for-woocommerce","unknown","","10000"
"planso-forms","unknown","","10000"
"configurable-tag-cloud-widget","unknown","","10000"
"advanced-custom-field-repeater-collapser","unknown","","10000"
"adamrob-parallax-scroll","unknown","","10000"
"pagefrog","unknown","","10000"
"wp-syntax","unknown","","10000"
"page-visit-counter","unknown","","10000"
"gregs-high-performance-seo","unknown","","10000"
"media-cleaner","unknown","","10000"
"wp-notification-bars","unknown","","10000"
"themezee-toolkit","unknown","","10000"
"showid-for-postpagecategorytagcomment","unknown","","10000"
"printful-shipping-for-woocommerce","unknown","","10000"
"childify-me","unknown","","10000"
"coming-soon-wp","likely_yes","Doesn't include editor functionality","10000"
"easy-responsive-tabs","unknown","","10000"
"auto-post-scheduler","unknown","","10000"
"easy-add-thumbnail","unknown","","10000"
"image-zoom","unknown","","10000"
"google-plus-authorship","unknown","","10000"
"collapsing-categories","unknown","","10000"
"get-recent-comments","unknown","","10000"
"rel-nofollow-checkbox","unknown","","10000"
"mcafee-secure","unknown","","10000"
"query-strings-remover","unknown","","10000"
"gd-bbpress-attachments","unknown","","10000"
"promotion-slider","unknown","","10000"
"jquery-validation-for-contact-form-7","unknown","","10000"
"wpcustom-category-image","unknown","","10000"
"import-users-from-csv","unknown","","10000"
"login-rebuilder","unknown","","10000"
"wp-miniaudioplayer","unknown","","10000"
"easy-media-gallery","unknown","","10000"
"re-add-text-justify-button","unknown","","10000"
"search-by-sku-for-woocommerce","unknown","","10000"
"acf-to-rest-api","unknown","","10000"
"facebook-like-box","unknown","","10000"
"wp-charts","unknown","","10000"
"miniorange-2-factor-authentication","unknown","","10000"
"cta","unknown","","10000"
"google-typography","unknown","","10000"
"quttera-web-malware-scanner","unknown","","10000"
"mailchimp-sync","unknown","","10000"
"agp-font-awesome-collection","unknown","","10000"
"wp-slick-slider-and-image-carousel","unknown","","10000"
"html5-responsive-faq","unknown","","10000"
"login-page-styler","unknown","","10000"
"membership","unknown","","10000"
"delete-revision","likely_yes","Doesn't include editor functionality","10000"
"easy-sign-up","unknown","","10000"
"media-file-manager","unknown","","10000"
"wp-hide-dashboard","unknown","","10000"
"optima-express","unknown","","10000"
"mailchimp-top-bar","unknown","","10000"
"limit-attempts","unknown","","10000"
"accesspress-custom-css","unknown","","10000"
"wp-category-posts-list","unknown","","10000"
"wp-posts-carousel","unknown","","10000"
"the-post-grid","unknown","","10000"
"wp-exporter","unknown","","10000"
"advanced-menu-widget","unknown","","10000"
"wp-structuring-markup","unknown","","10000"
"cpo-widgets","unknown","","10000"
"vod-infomaniak","unknown","","10000"
"001-prime-strategy-translate-accelerator","unknown","","10000"
"regenerate-thumbnails-advanced","unknown","","10000"
"new-google-plus-badge-widget","unknown","","10000"
"mycred","unknown","","10000"
"wp-user-frontend","unknown","","10000"
"responsive-slider","unknown","","10000"
"yourchannel","unknown","","10000"
"advanced-woo-search","unknown","","10000"
"facebook-page-promoter-lightbox","unknown","","10000"
"modula-best-grid-gallery","unknown","","10000"
"simple-file-downloader","unknown","","10000"
"menu-items-visibility-control","unknown","","10000"
"hummingbird-performance","likely_yes","Doesn't include editor functionality","10000"
"gs-logo-slider","unknown","","10000"
"advanced-custom-fields-nav-menu-field","unknown","","10000"
"wp-live-chat-software-for-wordpress","unknown","","10000"
"official-mailerlite-sign-up-forms","unknown","","10000"
"image-optimizer-wd","unknown","","10000"
"robotstxt-rewrite","unknown","","10000"
"restrict-content","unknown","","10000"
"ultimate-tables","unknown","","10000"
"improved-include-page","unknown","","10000"
"usc-e-shop","unknown","","10000"
"rich-text-excerpts","unknown","","10000"
"disable-wordpress-core-update","unknown","","10000"
"automatic-domain-changer","unknown","","10000"
"dashboard-notepad","unknown","","10000"
"wp-minify","unknown","","10000"
"attachment-pages-redirect","unknown","","10000"
"typepad-emoji-for-tinymce","unknown","","10000"
"toggle-the-title","unknown","","10000"
"automatic-plugin-updates","unknown","","10000"
"maintenance-page","likely_yes","Doesn't include editor functionality","10000"
"participants-database","unknown","","10000"
"pojo-lightbox","unknown","","10000"
"301-redirects","unknown","","10000"
"jquery-mega-menu","unknown","","10000"
"kebo-twitter-feed","unknown","","10000"
"roses-like-this","unknown","","10000"
"redirector","unknown","","10000"
"learnpress-wishlist","unknown","","10000"
"safe-svg","unknown","","10000"
"testimonial-slider","unknown","","10000"
"rss-image-feed","unknown","","10000"
"capsman","unknown","","10000"
"responsive-mortgage-calculator","unknown","","10000"
"timeline-express","unknown","","10000"
"wp-analytify","likely_yes","Doesn't include editor functionality","10000"
"wordpress-social-ring","unknown","","10000"
"store-locator-le","unknown","","10000"
"boxzilla","unknown","","10000"
"pojo-forms","unknown","","10000"
"gigpress","unknown","","10000"
"pb-seo-friendly-images","unknown","","10000"
"wp-blog-and-widgets","unknown","","10000"
"social-media-auto-publish","unknown","","10000"
"disable-embeds","unknown","","10000"
"polldaddy","unknown","","10000"
"wp-display-header","unknown","","10000"
"force-https-littlebizzy","unknown","","10000"
"protect-uploads","unknown","","10000"
"very-simple-contact-form","unknown","","10000"
"bookly-responsive-appointment-booking-tool","unknown","","10000"
"super-simple-google-analytics","likely_yes","Doesn't include editor functionality","10000"
"ps-taxonomy-expander","unknown","","10000"
"wp-image-zoooom","unknown","","10000"
"wti-like-post","unknown","","10000"
"icegram-rainmaker","unknown","","10000"
"one-click-close-comments","unknown","","10000"
"featured-content-gallery","unknown","","10000"
"juiz-social-post-sharer","unknown","","10000"
"custom-css-and-javascript","unknown","","10000"
"woocommerce-auto-added-coupons","unknown","","10000"
"tinymce-clear-buttons","unknown","","10000"
"yoast-seo-settings-xml-csv-import","unknown","","10000"
"basic-google-maps-placemarks","unknown","","10000"
"wp-power-stats","unknown","","10000"
"cherry-search","unknown","","10000"
"social-media-builder","unknown","","10000"
"child-pages-shortcode","unknown","","10000"
"cresta-social-share-counter","unknown","","10000"
"ricg-responsive-images","unknown","","10000"
"unbounce","unknown","","10000"
"seamless-donations","unknown","","10000"
"magic-liquidizer-responsive-table","unknown","","10000"
"download-attachments","unknown","","10000"
"wp-sticky","unknown","","10000"
"stop-spam-comments","likely_yes","Doesn't include editor functionality","10000"
"show-posts","unknown","","10000"
"yith-maintenance-mode","likely_yes","Doesn't include editor functionality","10000"
"allow-html-in-category-descriptions","unknown","","10000"
"vikinguard","unknown","","10000"
"delete-duplicate-posts","unknown","","10000"
"page-specific-menu-items","unknown","","10000"
"404-redirected","unknown","","10000"
"wp-scss","unknown","","10000"
"fluid-video-embeds","unknown","","10000"
"ultimate-product-catalogue","unknown","","10000"
"wp-colorbox","unknown","","10000"
"geodirectory","unknown","","10000"
"cryptx","unknown","","10000"
"lingotek-translation","unknown","","10000"
"woocommerce-square","unknown","","10000"
"the-preloader","unknown","","10000"
"piwik-analytics","likely_yes","Doesn't include editor functionality","10000"
"wpematico","unknown","","10000"
"cyclone-slider","unknown","","10000"
"rich-reviews","unknown","","10000"
"vslider","unknown","","10000"
"pojo-custom-fonts","unknown","","10000"
"contact-form-7-modules","unknown","","10000"
"import-external-images","unknown","","10000"
"simple-automatic-updates","unknown","","10000"
"wp-tiles","unknown","","10000"
"twitter-tools","unknown","","10000"
"seo-wordpress","unknown","","10000"
"product-carousel-slider-for-woocommerce","unknown","","10000"
"wp-fullcalendar","unknown","","10000"
"counterize","unknown","","10000"
"advanced-css-editor","unknown","","10000"
"sakura-rs-wp-ssl","unknown","","10000"
"flexible-shipping","unknown","","10000"
"contact-form-7-multi-step-module","unknown","","10000"
"simple-links","unknown","","10000"
"list-custom-taxonomy-widget","unknown","","10000"
"smart-manager-for-wp-e-commerce","unknown","","10000"
"display-php-version","unknown","","10000"
"wp-mailfrom-ii","unknown","","10000"
"coschedule-by-todaymade","unknown","","10000"
"http-https-remover","unknown","","10000"
"page-views-count","unknown","","10000"
"no-captcha-recaptcha","likely_yes","Doesn't include editor functionality","10000"
"woocommerce-custom-product-tabs-lite","unknown","","10000"
"wp-sendgrid","unknown","","10000"
"easy-contact","unknown","","10000"
"video-background","unknown","","10000"
"getresponse-integration","unknown","","10000"
"alo-easymail","unknown","","10000"
"acf-field-date-time-picker","unknown","","10000"
"transposh-translation-filter-for-wordpress","unknown","","10000"
"custom-menu-wizard","unknown","","10000"
"bnfw","unknown","","10000"
"ptengine-real-time-web-analytics-and-heatmap","likely_yes","Doesn't include editor functionality","10000"
"soundcloud-is-gold","unknown","","10000"
"navmenu-addon-for-elementor","unknown","","10000"
"woocommerce-qtranslate-x","unknown","","10000"
"mobble","unknown","","10000"
"add-category-to-pages","unknown","","10000"
"speech-bubble","unknown","","10000"
"stealth-login-page","likely_yes","Doesn't include editor functionality","10000"
"wp-accessibility","unknown","","10000"
"easy-media-download","unknown","","10000"
"hotfix","unknown","","10000"
"cimy-user-extra-fields","unknown","","10000"
"weight-based-shipping-for-woocommerce","unknown","","10000"
"cherry-projects","unknown","","10000"
"advanced-post-slider","unknown","","10000"
"throws-spam-away","unknown","","10000"
"tabs-responsive","unknown","","10000"
"our-team-enhanced","unknown","","10000"
"woocommerce-abandoned-cart","unknown","","10000"
"youtube-channel","unknown","","10000"
"social-media-buttons-toolbar","unknown","","10000"
"wpdatatables","unknown","","10000"
"wp-embed-facebook","unknown","","10000"
"wp-php-widget","unknown","","10000"
"unique-headers","unknown","","10000"
"enjoy-instagram-instagram-responsive-images-gallery-and-carousel","unknown","","10000"
"floating-social-bar","unknown","","10000"
"wp-facebook-open-graph-protocol","unknown","","10000"
"wp-show-ids","unknown","","10000"
"wp-socializer","unknown","","10000"
"media-from-ftp","unknown","","10000"
"aftership-woocommerce-tracking","unknown","","10000"
"logo-slider","unknown","","10000"
"contact-form-7-simple-recaptcha","likely_yes","Doesn't include editor functionality","10000"
"sportspress","unknown","","10000"
"wp-link-status","unknown","","10000"
"wordpress-plugin-for-simple-google-adsense-insertion","unknown","","10000"
"google-map-shortcode","unknown","","10000"
